381454356932861952	negative	@Vilinthril so wird das nix mit meiner Stimme für die Piraten ;-)	@Vilinthril so werden die nix mit mein Stimme für die Pirat ;-)	NN ADV VAFIN ART PIS APPR PPOSAT NN APPR ART NN $(	0/-- 3/MO 1/-- 3/SB 3/MO 3/MO 8/NK 6/NK 8/MNR 11/NK 9/NK 11/--	case=nom|gender=neut|num=sg Sentiment::markable_296::Sarcasm=false|Sentiment::markable_296::Intensity=medium|Sentiment::markable_296::Sentiment=True|Sentiment::markable_296::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_296::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_296::Sentiment=True gender=neut|*=True|Sentiment::markable_296::Sentiment=True|Negation::markable_299::Negation=True|Negation::markable_299::EmoExpressionRef=empty Sentiment::markable_296::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_296::Sentiment=True case=dat|EmoExpression::markable_298::Sarcasm=false|EmoExpression::markable_298::Uncertain=false|EmoExpression::markable_298::Polarity=positive|gender=fem|EmoExpression::markable_298::SubjectiveFact=false|num=sg|EmoExpression::markable_298::Intensity=medium|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_298::EmoExpression=True Sentiment::markable_296::Sentiment=True case=acc|num=pl|Target::markable_297::Target=True|Target::markable_297::Preferred=true|Sentiment::markable_296::Sentiment=True|Target::markable_297::Anaphref=empty|gender=fem case=acc|gender=fem|num=pl|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_1::Intensity=medium
346904260463702017	positive	SPD - Spitzenkandidat bei Illner : Mehr Genosse Peer - Spiegel Online - http://t.co/vsPWtVE9qm	SPD - Spitzenkandidat bei Illner : mehr Genosse Peer - Spiegel Online - http://t.co/vsPWtVE9qm	NE $( NN APPR NE $. PIAT NN NE $( NN NE $( VVIMP	0/-- 1/-- 1/APP 3/MNR 4/NK 5/-- 8/NK 5/PAR 12/PNC 9/-- 12/PNC 8/NK 12/-- 11/NK	case=nom|gender=fem|num=sg EmoExpression::markable_100500538::Sarcasm=false|EmoExpression::markable_100500538::Uncertain=false|EmoExpression::markable_100500538::Intensity=medium|EmoExpression::markable_100500538::SubjectiveFact=false|EmoExpression::markable_100500512::Polarity=positive|EmoExpression::markable_100500512::Sarcasm=false|EmoExpression::markable_100500512::Uncertain=false|EmoExpression::markable_100500512::Intensity=medium|EmoExpression::markable_100500512::EmoExpression=True|EmoExpression::markable_100500538::Polarity=positive|EmoExpression::markable_100500512::SubjectiveFact=false|EmoExpression::markable_100500538::EmoExpression=True case=nom|gender=masc|EmoExpression::markable_100500538::EmoExpression=True|num=sg _ case=dat|*=True|num=sg _ *=True *=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
380916956062154752	neutral	Wahl - Endspurt 2013 : Noch zwei Tage bis zur Bundestagswahl . Während der Ausgang völlig offen ist , zeichnet sich ... http://t.co/MgqOTn5QFP	Wahl - Endspurt @card@ : noch zwei Tag bis zu Bundestagswahl . während die Ausgang völlig offen sein , zeichnen sich ... http://t.co/MgqOTn5QFP	NN $( NN CARD $. ADV CARD NN KON APPRART NN $. KOUS ART NN ADJD ADJD VAFIN $, VVFIN PRF $. NN	0/-- 1/-- 1/CJ 3/NK 4/-- 8/MO 8/NK 3/PAR 8/CD 9/CJ 10/NK 11/-- 18/CP 15/NK 18/SB 17/MO 18/PD 20/MO 18/-- 12/-- 20/OA 21/-- 22/--	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ _ _ case=acc|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True pos=True pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=nom|gender=fem|num=sg
378231517119401984	positive	Warum sind eigentlich die Piraten beim SR nicht eingeladen ? Sind immerhin im Landtag , die FDP nicht . #wahlarena	warum sein eigentlich die Pirat bei SR nicht einladen ? sein immerhin in Landtag , die FDP nicht . #wahlarena	PWAV VAFIN ADV ART NN APPRART NE PTKNEG VVPP $. VAFIN ADV APPRART NN $, PRELS NE PTKNEG $. NN	9/MO 0/-- 9/MO 5/NK 2/SB 5/MNR 6/NK 9/NG 2/OC 9/-- 10/-- 11/MO 11/MO 13/NK 14/-- 17/NK 11/SB 11/NG 18/-- 19/--	_ pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ EmoExpression::markable_100500539::EmoExpression=True|EmoExpression::markable_100500539::Uncertain=false|EmoExpression::markable_100500539::Intensity=medium|EmoExpression::markable_100500539::SubjectiveFact=false|EmoExpression::markable_100500539::Sarcasm=false|EmoExpression::markable_100500539::Polarity=positive _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg
380725797918900224	positive	Hahaha ! Ströbele steht allein auf der Warschauer und verteilt Grünen - Flyer ! Dann nehm ich heute glaub ich mal sein Fahrrad , statt die Bahn .	Hahaha ! Ströbele stehen allein auf die Warschauer und verteilen Grüne - Flyer ! dann nehm ich heute glauben ich mal sein Fahrrad , statt die Bahn .	NN $. NN VVFIN ADV APPR ART NN KON VVFIN NN $( NN $. ADV VVFIN PPER ADV VVIMP PPER ADV PPOSAT NN $, KOUI ART NN $.	0/-- 1/-- 4/SB 2/-- 4/MO 4/MO 8/NK 6/NK 4/CD 9/CJ 10/OA 11/-- 10/OA 13/-- 16/MO 14/-- 16/SB 16/MO 16/MO 16/SB 16/MO 23/NK 16/OA 23/-- 27/MNR 27/NK 23/CJ 27/--	case=nom|EmoExpression::markable_462::SubjectiveFact=false|EmoExpression::markable_462::Sarcasm=false|gender=masc|EmoExpression::markable_462::EmoExpression=True|EmoExpression::markable_462::Intensity=strong|num=sg|EmoExpression::markable_462::Polarity=positive|EmoExpression::markable_462::Uncertain=false EmoExpression::markable_462::EmoExpression=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=acc|gender=masc|num=pl _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
379296521461968896	neutral	RT @muenchen_de : Die ersten Hochrechnungen sind da ! Hier könnt Ihr die Wahlergebnisse der Landtagswahl 2013  live verfolgen : http://t.co/axu …	RT @muenchen_de : die erst Hochrechnung sein da ! hier können sie die Wahlergebnis die Landtagswahl @card@ live verfolgen : http://t.co/axu …	NE ADJD $. ART ADJA NN VAFIN ADV $. ADV VMFIN PPER ART NN ART NN CARD ADJD VVINF $. NN ADJA	0/-- 1/PD 2/-- 6/NK 6/NK 7/SB 3/-- 7/MO 8/-- 11/MO 9/-- 11/SB 14/NK 19/OA 16/NK 14/AG 16/NK 19/MO 11/OC 19/-- 22/MO 19/CJ	case=nom|*=True|num=sg pos=True _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ _ pers=2|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=2 case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ pos=True _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True
365951408320692226	negative	RT @Xylophilon : @mipff Ja , ein einziger Satz von #Marx , der #Steinbrück''s #SPD - restlos entlarvt : http://t.co/GNlfliTCQL #Politik #CDU - #GR …	RT @Xylophilon : @mipff Ja , eine einzig Satz von #Marx , die #Steinbrück''s #SPD - restlos entlarven : http://t.co/GNlfliTCQL #Politik #CDU - #GR …	NE NN $. ADJA NN $, ART ADJA NN APPR NN $, ART ADJA NN $( ADJD VVPP $. NN NN NN $( NN ADJD	2/SB 0/-- 2/-- 3/-- 4/-- 5/-- 9/NK 9/NK 5/APP 9/PG 10/NK 11/-- 15/NK 15/NK 9/CJ 15/-- 18/MO 15/OC 18/-- 15/CJ 20/NK 20/CJ 22/-- 22/CJ 24/PD	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|Target::markable_476::Anaphref=empty|Target::markable_476::Preferred=true|Sentiment::markable_475::Intensity=strong|gender=masc|pos=True|num=sg|Sentiment::markable_475::Polarity=negative|Target::markable_476::Target=True|Sentiment::markable_475::Sentiment=True|Sentiment::markable_475::Sarcasm=false case=nom|gender=masc|Sentiment::markable_475::Sentiment=True|num=sg|Target::markable_476::Target=True Sentiment::markable_475::Sentiment=True Sentiment::markable_475::Sentiment=True|Intensifier::markable_478::Intensifier=True|pos=True|Intensifier::markable_478::EmoExpressionRef=emo-expression:markable_477|Intensifier::markable_478::Degree=medium EmoExpression::markable_477::SubjectiveFact=false|EmoExpression::markable_477::EmoExpression=True|EmoExpression::markable_477::Polarity=negative|Sentiment::markable_475::Sentiment=True|EmoExpression::markable_477::Intensity=medium|EmoExpression::markable_477::Uncertain=false|EmoExpression::markable_477::Sarcasm=false _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pos=True
379250304912719872	neutral	@einfach_lieben ohne " n " , alles andere lass bei der npd	@einfach_lieben ohne " N " , alle andere laß bei die npd	NN APPR $( NE $( $, PIAT PIS ADJD APPR ART ADJA	0/-- 1/-- 4/-- 2/NK 4/-- 5/-- 8/NK 10/SB 10/MO 2/CJ 12/NK 10/NK	_ _ _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
371978651023052800	negative	Griechenland hat sich bzgl. der Massenentlassungen von Staatsdienern wohl festgelegt #cdu #csu #spd #grüne #fdp #linke #piraten #afd #btw13	Griechenland haben sich bzgl. die Massenentlassung von Staatsdiener wohl festlegen #cdu #csu #spd #grüne #fdp #linke #piraten #afd #btw13	NE VAFIN PRF APPR ART NN APPR NN ADV VVPP NN NN ADJD ADJA NN ADJA NN ADJA NN	2/SB 0/-- 10/OA 10/MO 6/NK 4/NK 6/PG 7/NK 10/MO 2/OC 10/PAR 11/NK 14/MO 15/NK 11/CJ 17/NK 15/CJ 19/NK 17/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=gen|gender=fem|num=pl case=gen|gender=fem|EmoExpression::markable_100500540::SubjectiveFact=true|EmoExpression::markable_100500540::Sarcasm=false|num=pl|EmoExpression::markable_100500540::Polarity=negative|EmoExpression::markable_100500540::EmoExpression=True|EmoExpression::markable_100500540::Uncertain=false|EmoExpression::markable_100500540::Intensity=medium _ case=dat|gender=masc|num=pl _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=acc|gender=fem|num=pl|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg
378253207585443840	negative	Umfrage - Tief : Das grüne Doppel hat sich verzockt . Trittin den Hintern ! http://t.co/IDWn92jWNf	Umfrage - Tief : die grün Doppel haben sich verzockt . Trittin die Hintern ! http://t.co/IDWn92jWNf	NN $( NN $. ART ADJA NN VAFIN PRF ADJD $. NN ART NN $. NN	8/VO 1/-- 1/CJ 3/-- 7/NK 7/NK 8/SB 0/-- 10/OA 8/OC 10/-- 11/-- 14/NK 12/DA 14/-- 15/--	case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=nom|Target::markable_480::Anaphref=empty|gender=neut|num=sg|Sentiment::markable_479::Intensity=medium|Sentiment::markable_479::Sentiment=True|Sentiment::markable_479::Sarcasm=false|Sentiment::markable_479::Polarity=negative|Target::markable_480::Target=True|Target::markable_480::Preferred=true case=nom|num=sg|Sentiment::markable_479::Sentiment=True|gender=neut|Target::markable_480::Target=True|pos=True case=nom|gender=neut|Target::markable_480::Target=True|num=sg|Sentiment::markable_479::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_479::Sentiment=True case=acc|EmoExpression::markable_481::EmoExpression=True|EmoExpression::markable_481::Polarity=negative|EmoExpression::markable_481::Sarcasm=false|pers=3|EmoExpression::markable_481::Intensity=medium|num=sg|Sentiment::markable_479::Sentiment=True|EmoExpression::markable_481::SubjectiveFact=false|EmoExpression::markable_481::Uncertain=false EmoExpression::markable_481::EmoExpression=True|Sentiment::markable_479::Sentiment=True Sentiment::markable_479::Sentiment=True case=nom|EmoExpression::markable_482::Intensity=strong|EmoExpression::markable_482::Uncertain=false|EmoExpression::markable_482::Sarcasm=false|EmoExpression::markable_482::EmoExpression=True|gender=fem|EmoExpression::markable_482::Polarity=negative|num=sg|Sentiment::markable_479::Sentiment=True|EmoExpression::markable_482::SubjectiveFact=false case=dat|gender=masc|num=pl|EmoExpression::markable_482::EmoExpression=True|Sentiment::markable_479::Sentiment=True case=dat|gender=masc|num=pl|EmoExpression::markable_482::EmoExpression=True|Sentiment::markable_479::Sentiment=True Sentiment::markable_479::Sentiment=True case=nom|gender=masc|num=sg
374343743425761280	neutral	RT @florianeisele : Hat #Steinbrueck und sein Wahlkampfteam wirklich gedacht , dass sie so die Wahl noch drehen können ? #SPD #tvduell	RT @florianeisele : haben #Steinbrueck und sein Wahlkampfteam wirklich denken|gedenken , dass sie so die Wahl noch drehen können ? #SPD #tvduell	NE VVFIN $. VAFIN NN KON PPOSAT NN ADJD VVPP $, KOUS PPER ADV ART NN ADV VVINF VMINF $. ADJA NN	2/SB 0/-- 2/-- 3/-- 4/SB 5/CD 8/NK 6/CJ 10/MO 4/OC 10/-- 19/CP 19/SB 19/MO 16/NK 18/OA 18/MO 19/OC 10/MO 19/-- 22/NK 20/--	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=subj _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True _ _ _ case=nom|*=True|num=pl|pers=3 _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ _ _ pos=True
374140917697241088	neutral	@Wally44 Ich nicht . Beide aus verschiedenen Gründen nicht wählbar . Daran werden auch ein paar Stunden mit Stefan Raab nichts ändern .	@Wally44 ich nicht . beide aus verschieden Grund nicht wählbar . daran werden auch eine paar Stunde|Stunden mit Stefan Raab nichts ändern .	NN PPER PTKNEG $. PIS APPR ADJA NN PTKNEG ADJD $. PAV VAFIN ADV ART PIAT NN APPR NE NE PIS VVINF $.	0/-- 3/SB 1/-- 3/-- 10/SB 10/MO 8/NK 6/NK 10/NG 4/-- 10/-- 17/NK 11/-- 17/MO 16/NK 17/NK 13/SB 17/MNR 20/PNC 18/NK 22/OA 13/OC 22/--	case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 _ _ case=nom|*=True|num=pl _ case=dat|gender=masc|num=pl|pos=True case=dat|gender=masc|num=pl _ pos=True _ _ pers=3|num=pl|tense=pres|mood=ind _ *=True *=True case=acc|gender=fem|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg gender=neut|*=True _ _
379348414753820672	negative	@Gruene_Austria Eure Bundesobfrau meinte heute : " Die Krot der Hypo müssen wir schlucken ! " Damit sind keine Steuerentlastungen drinnen !!!	@Gruene_Austria euer Bundesobfrau meinen heute : " die Krot die Hypo müssen wir schlucken ! " damit sein keine Steuerentlastung drinnen !!!	NN PPOSAT NN VVFIN ADV $. $( ART NN ART NN VMFIN PPER VVINF $. $( PAV VAFIN PIAT NN ADV ADJA	0/-- 3/NK 4/SB 1/-- 4/MO 5/-- 6/-- 9/NK 14/OA 11/NK 9/AG 4/OC 12/SB 12/OC 14/-- 15/-- 18/NK 16/-- 20/NK 18/SB 22/MO 18/OC	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 EmoExpression::markable_100500541::SubjectiveFact=false|EmoExpression::markable_100500541::Polarity=negative|EmoExpression::markable_100500541::Sarcasm=false|EmoExpression::markable_100500541::Uncertain=false|EmoExpression::markable_100500541::EmoExpression=True|EmoExpression::markable_100500541::Intensity=medium _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=pl|pos=True
